ph,N,P,K,Moisture (%),Recommendations,Crop
5.858617867,7,63,24,30,"['Increase ph', 'Increase N', 'Reduce P']",kidneybeans
5.618844277000001,24,67,22,30,"['Increase ph', 'Reduce P']",kidneybeans
5.6066203460000015,11,71,24,30,"['Increase ph', 'Increase N', 'Reduce P']",kidneybeans
5.582178402,37,74,15,30,"['Increase ph', 'Reduce P']",kidneybeans
5.56503533,25,76,24,30,"['Increase ph', 'Reduce P']",kidneybeans
5.889614577000001,34,66,17,30,"['Increase ph', 'Reduce P']",kidneybeans
5.934136378,20,69,15,30,"['Increase ph', 'Reduce P']",kidneybeans
5.683548308,37,65,16,30,"['Increase ph', 'Reduce P']",kidneybeans
5.70836603,18,74,15,30,"['Increase ph', 'Increase N', 'Reduce P']",kidneybeans
5.948164454,4,67,25,30,"['Increase ph', 'Increase N', 'Reduce P']",kidneybeans
5.774755143999999,37,56,25,30,"['Increase ph', 'Reduce P']",kidneybeans
5.97229163,5,59,15,30,"['Increase ph', 'Increase N', 'Reduce P']",kidneybeans
5.532100554,11,61,21,30,"['Increase ph', 'Increase N', 'Reduce P']",kidneybeans
5.669560726,22,80,20,30,"['Increase ph', 'Reduce P']",kidneybeans
5.655726817000001,12,61,19,30,"['Increase ph', 'Increase N', 'Reduce P']",kidneybeans
5.591704013999999,5,74,21,30,"['Increase ph', 'Increase N', 'Reduce P']",kidneybeans
5.932323085,27,69,22,30,"['Increase ph', 'Reduce P']",kidneybeans
5.824208308999999,31,75,18,30,"['Increase ph', 'Reduce P']",kidneybeans
5.86442953,36,68,20,30,"['Increase ph', 'Reduce P']",kidneybeans
5.866744372,5,65,16,30,"['Increase ph', 'Increase N', 'Reduce P']",kidneybeans
5.706198621,32,79,15,30,"['Increase ph', 'Reduce P']",kidneybeans
5.940546818,11,78,22,30,"['Increase ph', 'Increase N', 'Reduce P']",kidneybeans
5.916779289,0,55,22,30,"['Increase ph', 'Increase N', 'Reduce P']",kidneybeans
5.779090476,14,59,15,30,"['Increase ph', 'Increase N', 'Reduce P']",kidneybeans
5.82738029,29,68,23,30,"['Increase ph', 'Reduce P']",kidneybeans
5.514234138,32,68,19,30,"['Increase ph', 'Reduce P']",kidneybeans
5.662699104,17,64,17,30,"['Increase ph', 'Increase N', 'Reduce P']",kidneybeans
5.86390397,13,69,19,30,"['Increase ph', 'Increase N', 'Reduce P']",kidneybeans
5.624690247999999,14,67,22,30,"['Increase ph', 'Increase N', 'Reduce P']",kidneybeans
5.591560999,9,69,20,30,"['Increase ph', 'Increase N', 'Reduce P']",kidneybeans
5.976312537999999,20,73,22,30,"['Increase ph', 'Reduce P']",kidneybeans
5.669236258,40,78,20,30,"['Increase ph', 'Reduce P']",kidneybeans
5.961934481,27,72,23,30,"['Increase ph', 'Reduce P']",kidneybeans
5.690065688,14,67,15,30,"['Increase ph', 'Increase N', 'Reduce P']",kidneybeans
5.698371311,7,56,18,30,"['Increase ph', 'Increase N', 'Reduce P']",kidneybeans
5.59503163,27,65,18,30,"['Increase ph', 'Reduce P']",kidneybeans
5.5259045260000015,30,63,16,30,"['Increase ph', 'Reduce P']",kidneybeans
5.819403771,37,70,25,30,"['Increase ph', 'Reduce P']",kidneybeans
5.562201934,27,63,19,30,"['Increase ph', 'Reduce P']",kidneybeans
5.630664753,22,60,24,30,"['Increase ph', 'Reduce P']",kidneybeans
6.03160778,3,72,24,30,"['Increase N', 'Reduce P']",pigeonpeas
5.269084669,40,59,23,30,"['Increase ph', 'Reduce P']",pigeonpeas
5.985792703,33,73,23,30,"['Increase ph', 'Reduce P']",pigeonpeas
6.09186275,27,57,24,30,['Reduce P'],pigeonpeas
5.624731337999999,10,79,18,30,"['Increase ph', 'Increase N', 'Reduce P']",pigeonpeas
6.446091759,30,75,25,30,['Reduce P'],pigeonpeas
5.623490042999999,40,70,20,30,"['Increase ph', 'Reduce P']",pigeonpeas
5.864623352000001,38,55,19,30,"['Increase ph', 'Reduce P']",pigeonpeas
5.761702519,35,58,20,30,"['Increase ph', 'Reduce P']",pigeonpeas
4.696518678,38,61,21,30,"['Increase ph', 'Reduce P']",pigeonpeas
5.269504214,33,58,24,30,"['Increase ph', 'Reduce P']",pigeonpeas
7.445444882999999,16,56,17,30,"['Increase N', 'Reduce P']",pigeonpeas
5.833031707999999,31,72,17,30,"['Increase ph', 'Reduce P']",pigeonpeas
7.3393209289999986,16,80,20,30,"['Increase N', 'Reduce P']",pigeonpeas
6.347929353,27,72,17,30,['Reduce P'],pigeonpeas
4.697750704,40,62,19,30,"['Increase ph', 'Reduce P']",pigeonpeas
4.962661422,18,58,16,30,"['Increase ph', 'Increase N', 'Reduce P']",pigeonpeas
4.964887857,3,68,16,30,"['Increase ph', 'Increase N', 'Reduce P']",pigeonpeas
5.642813116,26,67,24,30,"['Increase ph', 'Reduce P']",pigeonpeas
5.6093956,16,70,20,30,"['Increase ph', 'Increase N', 'Reduce P']",pigeonpeas
4.681576043,24,63,19,30,"['Increase ph', 'Reduce P']",pigeonpeas
5.70951224,9,76,25,30,"['Increase ph', 'Increase N', 'Reduce P']",pigeonpeas
6.413543781,16,55,19,30,"['Increase N', 'Reduce P']",pigeonpeas
6.007508163,28,75,21,30,['Reduce P'],pigeonpeas
4.946369874,16,71,24,30,"['Increase ph', 'Increase N', 'Reduce P']",pigeonpeas
5.517208078,24,70,21,30,"['Increase ph', 'Reduce P']",pigeonpeas
5.902103172,38,72,21,30,"['Increase ph', 'Reduce P']",pigeonpeas
5.719889876,9,66,21,30,"['Increase ph', 'Increase N', 'Reduce P']",pigeonpeas
4.548202098,34,56,17,30,"['Increase ph', 'Reduce P']",pigeonpeas
6.6695294160000005,1,76,19,30,"['Increase N', 'Reduce P']",pigeonpeas
4.7509292180000005,6,69,19,30,"['Increase ph', 'Increase N', 'Reduce P']",pigeonpeas
4.946263888,26,73,21,30,"['Increase ph', 'Reduce P']",pigeonpeas
5.266227032,27,61,18,30,"['Increase ph', 'Reduce P']",pigeonpeas
7.10959773,27,71,23,30,['Reduce P'],pigeonpeas
5.617008201,36,61,21,30,"['Increase ph', 'Reduce P']",pigeonpeas
5.632353113,17,73,18,30,"['Increase ph', 'Increase N', 'Reduce P']",pigeonpeas
4.674941549,26,72,22,30,"['Increase ph', 'Reduce P']",pigeonpeas
7.161797643,17,64,16,30,"['Increase N', 'Reduce P']",pigeonpeas
6.624966131,14,74,19,30,"['Increase N', 'Reduce P']",pigeonpeas
5.004074623999999,39,60,15,30,"['Increase ph', 'Reduce P']",pigeonpeas
6.3458060110000005,6,66,15,30,"['Increase N', 'Reduce P']",pigeonpeas
6.216814453,8,59,18,30,"['Increase N', 'Reduce P']",pigeonpeas
5.921666758,2,67,18,30,"['Increase ph', 'Increase N', 'Reduce P']",pigeonpeas
6.012719118,1,76,17,30,"['Increase N', 'Reduce P']",pigeonpeas
4.684079249,16,73,19,30,"['Increase ph', 'Increase N', 'Reduce P']",pigeonpeas
7.077170002000001,23,75,25,30,['Reduce P'],pigeonpeas
6.208843215,32,70,20,30,['Reduce P'],pigeonpeas
7.05181629,28,59,22,30,['Reduce P'],pigeonpeas
4.722222454,5,62,23,30,"['Increase ph', 'Increase N', 'Reduce P']",pigeonpeas
6.418062652000001,36,67,25,30,['Reduce P'],pigeonpeas
4.803564468,1,66,23,30,"['Increase ph', 'Increase N', 'Reduce P']",pigeonpeas
4.608695247,24,73,20,30,"['Increase ph', 'Reduce P']",pigeonpeas
5.611510977000001,17,67,18,30,"['Increase ph', 'Increase N', 'Reduce P']",pigeonpeas
7.322097972000001,5,55,18,30,"['Increase N', 'Reduce P']",pigeonpeas
5.023115055,5,56,24,30,"['Increase ph', 'Increase N', 'Reduce P']",pigeonpeas
5.617122801,37,77,17,30,"['Increase ph', 'Reduce P']",pigeonpeas
5.391560417999999,13,73,20,30,"['Increase ph', 'Increase N', 'Reduce P']",pigeonpeas
5.906596905,6,63,23,30,"['Increase ph', 'Increase N', 'Reduce P']",pigeonpeas
6.574209678,16,77,22,30,"['Increase N', 'Reduce P']",pigeonpeas
4.807776748999999,25,64,20,30,"['Increase ph', 'Reduce P']",pigeonpeas
4.760038038999999,34,75,24,30,"['Increase ph', 'Reduce P']",pigeonpeas
5.180271502,20,77,23,30,"['Increase ph', 'Reduce P']",pigeonpeas
4.895927306,35,80,25,30,"['Increase ph', 'Reduce P']",pigeonpeas
6.436160044,14,75,24,30,"['Increase N', 'Reduce P']",pigeonpeas
7.066087261,36,80,21,30,['Reduce P'],pigeonpeas
6.655918077999999,7,77,18,30,"['Increase N', 'Reduce P']",pigeonpeas
5.982854522999999,29,78,25,30,"['Increase ph', 'Reduce P']",pigeonpeas
5.457871272999999,30,60,21,30,"['Increase ph', 'Reduce P']",pigeonpeas
4.759490199,20,74,16,30,"['Increase ph', 'Reduce P']",pigeonpeas
7.342409555,19,57,23,30,"['Increase N', 'Reduce P']",pigeonpeas
4.820788186000001,3,60,19,30,"['Increase ph', 'Increase N', 'Reduce P']",pigeonpeas
6.242052013,5,77,19,30,"['Increase N', 'Reduce P']",pigeonpeas
5.001038726,5,68,20,30,"['Increase ph', 'Increase N', 'Reduce P']",pigeonpeas
5.560224582999999,37,73,21,30,"['Increase ph', 'Reduce P']",pigeonpeas
4.747352458,9,59,24,30,"['Increase ph', 'Increase N', 'Reduce P']",pigeonpeas
7.313517308,20,72,15,30,['Reduce P'],pigeonpeas
5.661826398,31,56,23,30,"['Increase ph', 'Reduce P']",pigeonpeas
4.672437054,0,70,21,30,"['Increase ph', 'Increase N', 'Reduce P']",pigeonpeas
6.471862118,21,74,15,30,['Reduce P'],pigeonpeas
5.384762927000001,13,67,18,30,"['Increase ph', 'Increase N', 'Reduce P']",pigeonpeas
5.8598134160000015,27,74,20,30,"['Increase ph', 'Reduce P']",pigeonpeas
6.962386495,29,72,24,30,['Reduce P'],pigeonpeas
6.12166671,5,68,20,30,"['Increase N', 'Reduce P']",pigeonpeas
6.421748487,39,57,19,30,['Reduce P'],pigeonpeas
4.828936119,22,62,16,30,"['Increase ph', 'Reduce P']",pigeonpeas
6.98571967,18,55,23,30,"['Increase N', 'Reduce P']",pigeonpeas
4.603563116,39,77,21,30,"['Increase ph', 'Reduce P']",pigeonpeas
6.979540061,13,75,20,30,"['Increase N', 'Reduce P']",pigeonpeas
7.064973419,27,71,24,30,['Reduce P'],pigeonpeas
5.16516459,26,64,22,30,"['Increase ph', 'Reduce P']",pigeonpeas
5.111488821,23,55,16,30,"['Increase ph', 'Reduce P']",pigeonpeas
5.374358869,4,69,19,30,"['Increase ph', 'Increase N', 'Reduce P']",pigeonpeas
5.671419084,20,67,19,30,"['Increase ph', 'Reduce P']",pigeonpeas
5.667419697000001,7,74,17,30,"['Increase ph', 'Increase N', 'Reduce P']",pigeonpeas
6.07938452,17,64,18,30,"['Increase N', 'Reduce P']",pigeonpeas
6.931924962999999,35,71,17,30,['Reduce P'],pigeonpeas
6.842744374,11,72,22,30,"['Increase N', 'Reduce P']",pigeonpeas
6.876572502999999,20,60,22,30,['Reduce P'],pigeonpeas
6.151029296,10,71,18,30,"['Increase N', 'Reduce P']",pigeonpeas
4.567446499,33,61,24,30,"['Increase ph', 'Reduce P']",pigeonpeas
3.692863601,3,49,18,30,"['Increase ph', 'Increase N', 'Reduce P']",mothbeans
4.371745575,22,59,23,30,"['Increase ph', 'Reduce P']",mothbeans
8.399135957999999,36,58,25,30,"['Reduce ph', 'Reduce P']",mothbeans
8.840656256,4,43,18,30,"['Reduce ph', 'Increase N', 'Reduce P']",mothbeans
8.153022903,29,54,16,30,"['Reduce ph', 'Reduce P']",mothbeans
5.270749441,32,43,22,30,"['Increase ph', 'Reduce P']",mothbeans
8.050304395,14,55,15,30,"['Reduce ph', 'Increase N', 'Reduce P']",mothbeans
9.679240873,5,35,20,30,"['Reduce ph', 'Increase N']",mothbeans
6.974978386,25,57,24,30,['Reduce P'],mothbeans
7.39389918,11,53,24,30,"['Increase N', 'Reduce P']",mothbeans
6.68727523,40,49,17,30,['Reduce P'],mothbeans
7.88118645,38,56,25,30,"['Reduce ph', 'Reduce P']",mothbeans
5.875333778,27,43,23,30,"['Increase ph', 'Reduce P']",mothbeans
8.202706015,24,38,22,30,['Reduce ph'],mothbeans
8.985348193,23,45,21,30,"['Reduce ph', 'Reduce P']",mothbeans
5.87707519,29,57,20,30,"['Increase ph', 'Reduce P']",mothbeans
7.707595055,31,35,23,30,['Reduce ph'],mothbeans
4.524171562,0,55,25,30,"['Increase ph', 'Increase N', 'Reduce P']",mothbeans
9.926212291,7,45,22,30,"['Reduce ph', 'Increase N', 'Reduce P']",mothbeans
6.455592696,17,58,25,30,"['Increase N', 'Reduce P']",mothbeans
8.016210782,11,44,17,30,"['Reduce ph', 'Increase N', 'Reduce P']",mothbeans
3.71105919,22,49,22,30,"['Increase ph', 'Reduce P']",mothbeans
5.49091063,9,51,19,30,"['Increase ph', 'Increase N', 'Reduce P']",mothbeans
9.254089438,28,48,15,30,"['Reduce ph', 'Reduce P']",mothbeans
6.005242945,26,50,19,30,['Reduce P'],mothbeans
7.437078236,36,56,20,30,['Reduce P'],mothbeans
3.808429173,8,60,18,30,"['Increase ph', 'Increase N', 'Reduce P']",mothbeans
5.818219385,24,37,21,30,['Increase ph'],mothbeans
4.52363558,22,43,24,30,"['Increase ph', 'Reduce P']",mothbeans
3.510404312,36,43,24,30,"['Increase ph', 'Reduce P']",mothbeans
6.030447288,22,44,24,30,['Reduce P'],mothbeans
5.498340807999999,17,43,22,30,"['Increase ph', 'Increase N', 'Reduce P']",mothbeans
4.61136408,8,45,15,30,"['Increase ph', 'Increase N', 'Reduce P']",mothbeans
5.545219232000001,7,56,23,30,"['Increase ph', 'Increase N', 'Reduce P']",mothbeans
8.292875733999999,36,57,16,30,"['Reduce ph', 'Reduce P']",mothbeans
3.828031463,11,45,19,30,"['Increase ph', 'Increase N', 'Reduce P']",mothbeans
8.869532817,6,36,22,30,"['Reduce ph', 'Increase N']",mothbeans
3.793575185,17,57,20,30,"['Increase ph', 'Increase N', 'Reduce P']",mothbeans
4.193189124,4,47,20,30,"['Increase ph', 'Increase N', 'Reduce P']",mothbeans
7.661537347999999,9,49,16,30,"['Reduce ph', 'Increase N', 'Reduce P']",mothbeans
9.392694614,25,51,24,30,"['Reduce ph', 'Reduce P']",mothbeans
4.516154055,36,44,21,30,"['Increase ph', 'Reduce P']",mothbeans
5.794289715,21,38,20,30,['Increase ph'],mothbeans
7.354286985,37,57,20,30,['Reduce P'],mothbeans
5.993513566,32,48,18,30,"['Increase ph', 'Reduce P']",mothbeans
8.620107545,29,44,20,30,"['Reduce ph', 'Reduce P']",mothbeans
9.45949344,25,51,18,30,"['Reduce ph', 'Reduce P']",mothbeans
8.0344125,10,44,24,30,"['Reduce ph', 'Increase N', 'Reduce P']",mothbeans
5.414492777,23,35,18,30,['Increase ph'],mothbeans
6.2760043360000015,9,60,23,30,"['Increase N', 'Reduce P']",mothbeans
9.160691747,3,58,21,30,"['Reduce ph', 'Increase N', 'Reduce P']",mothbeans
7.887658711,22,42,22,30,"['Reduce ph', 'Reduce P']",mothbeans
8.183844843,12,39,21,30,"['Reduce ph', 'Increase N']",mothbeans
9.072011412,39,36,22,30,['Reduce ph'],mothbeans
7.702287236,32,41,16,30,"['Reduce ph', 'Reduce P']",mothbeans
5.88509677,30,41,15,30,"['Increase ph', 'Reduce P']",mothbeans
6.16496284,19,36,22,30,['Increase N'],mothbeans
3.504752314,4,46,15,30,"['Increase ph', 'Increase N', 'Reduce P']",mothbeans
7.388007482999999,21,39,20,30,[],mothbeans
8.340398059,35,57,25,30,"['Reduce ph', 'Reduce P']",mothbeans
8.66077954,22,55,24,30,"['Reduce ph', 'Reduce P']",mothbeans
3.558822825,35,51,17,30,"['Increase ph', 'Reduce P']",mothbeans
5.9565851,17,56,17,30,"['Increase ph', 'Increase N', 'Reduce P']",mothbeans
9.416003106,28,57,17,30,"['Reduce ph', 'Reduce P']",mothbeans
8.18422855,22,36,16,30,['Reduce ph'],mothbeans
5.131779302,11,41,19,30,"['Increase ph', 'Increase N', 'Reduce P']",mothbeans
6.294130312999999,38,38,18,30,[],mothbeans
7.991902443,23,37,24,30,['Reduce ph'],mothbeans
8.923095695,25,35,20,30,['Reduce ph'],mothbeans
6.878498176,40,45,20,30,['Reduce P'],mothbeans
5.243634848999999,23,58,19,30,"['Increase ph', 'Reduce P']",mothbeans
7.550090941,2,56,23,30,"['Reduce ph', 'Increase N', 'Reduce P']",mothbeans
8.709291687999999,3,56,17,30,"['Reduce ph', 'Increase N', 'Reduce P']",mothbeans
7.792508067999999,26,51,25,30,"['Reduce ph', 'Reduce P']",mothbeans
8.055908857999999,39,42,20,30,"['Reduce ph', 'Reduce P']",mothbeans
4.397698806,27,59,20,30,"['Increase ph', 'Reduce P']",mothbeans
5.9523849570000005,24,45,19,30,"['Increase ph', 'Reduce P']",mothbeans
8.532078732999999,7,40,17,30,"['Reduce ph', 'Increase N']",mothbeans
7.224193642,15,45,23,30,"['Increase N', 'Reduce P']",mothbeans
4.931890506,26,52,23,30,"['Increase ph', 'Reduce P']",mothbeans
4.626212446,20,45,16,30,"['Increase ph', 'Reduce P']",mothbeans
5.026003659,34,54,24,30,"['Increase ph', 'Reduce P']",mothbeans
3.5253661,19,51,25,30,"['Increase ph', 'Increase N', 'Reduce P']",mothbeans
8.86979671,29,41,21,30,"['Reduce ph', 'Reduce P']",mothbeans
9.406887533,20,50,22,30,"['Reduce ph', 'Reduce P']",mothbeans
5.80428611,11,40,23,30,"['Increase ph', 'Increase N']",mothbeans
8.35495812,15,54,15,30,"['Reduce ph', 'Increase N', 'Reduce P']",mothbeans
8.634929739,35,55,22,30,"['Reduce ph', 'Reduce P']",mothbeans
7.699200949,9,59,25,30,"['Reduce ph', 'Increase N', 'Reduce P']",mothbeans
5.261285926,40,45,18,30,"['Increase ph', 'Reduce P']",mothbeans
9.112771682,35,38,19,30,['Reduce ph'],mothbeans
4.605700542,14,58,17,30,"['Increase ph', 'Increase N', 'Reduce P']",mothbeans
7.115994051,40,55,18,30,['Reduce P'],mothbeans
7.214078621,18,36,23,30,['Increase N'],mothbeans
9.93509073,35,52,15,30,"['Reduce ph', 'Reduce P']",mothbeans
8.914074888,4,59,22,30,"['Reduce ph', 'Increase N', 'Reduce P']",mothbeans
8.639586199,22,51,16,30,"['Reduce ph', 'Reduce P']",mothbeans
8.621514073,33,47,17,30,"['Reduce ph', 'Reduce P']",mothbeans
5.838508699,2,51,17,30,"['Increase ph', 'Increase N', 'Reduce P']",mothbeans
3.532008668,16,51,21,30,"['Increase ph', 'Increase N', 'Reduce P']",mothbeans
7.18530147,19,55,20,30,"['Increase N', 'Reduce P']",mungbean
7.034214276,8,54,20,30,"['Increase N', 'Reduce P']",mungbean
6.635968697999999,36,55,20,30,['Reduce P'],mungbean
6.828187498999998,10,56,16,30,"['Increase N', 'Reduce P']",mungbean
6.89077995,22,56,17,30,['Reduce P'],mungbean
7.165121108999998,9,57,24,30,"['Increase N', 'Reduce P']",mungbean
6.935804256,34,59,23,30,['Reduce P'],mungbean
7.196774236,31,51,25,30,['Reduce P'],mungbean
6.990095452,0,49,18,30,"['Increase N', 'Reduce P']",mungbean
7.064782137999999,21,39,20,30,[],mungbean
7.156563094,28,35,22,30,[],mungbean
6.364967184,17,52,17,30,"['Increase N', 'Reduce P']",mungbean
6.428054409,24,42,23,30,['Reduce P'],mungbean
6.664187809,28,46,16,30,['Reduce P'],mungbean
6.637677489,21,38,21,30,[],mungbean
6.79385576,34,60,25,30,['Reduce P'],mungbean
6.852884642999999,19,53,22,30,"['Increase N', 'Reduce P']",mungbean
7.121571293,31,58,15,30,['Reduce P'],mungbean
6.883308033,19,35,24,30,['Increase N'],mungbean
6.421271178,24,53,17,30,['Reduce P'],mungbean
6.54450214,13,47,20,30,"['Increase N', 'Reduce P']",mungbean
6.452006451,31,53,16,30,['Reduce P'],mungbean
6.489259136,28,45,23,30,['Reduce P'],mungbean
6.713410626,31,37,21,30,[],mungbean
6.510840928,33,60,15,30,['Reduce P'],mungbean
6.2873801170000005,34,45,21,30,['Reduce P'],mungbean
6.86308576,13,57,25,30,"['Increase N', 'Reduce P']",mungbean
6.78415271,33,57,17,30,['Reduce P'],mungbean
6.769415887999999,32,57,22,30,['Reduce P'],mungbean
6.320768488,23,59,25,30,['Reduce P'],mungbean
6.705008503999999,35,41,18,30,['Reduce P'],mungbean
6.790736339,6,48,24,30,"['Increase N', 'Reduce P']",mungbean
7.130278657000001,29,36,25,30,[],mungbean
7.012740397000001,4,36,22,30,['Increase N'],mungbean
7.1556850160000005,10,59,22,30,"['Increase N', 'Reduce P']",mungbean
6.991242362,14,48,21,30,"['Increase N', 'Reduce P']",mungbean
6.218923893,8,50,21,30,"['Increase N', 'Reduce P']",mungbean
7.199495367999999,20,40,15,30,[],mungbean
6.3898821660000005,36,43,22,30,['Reduce P'],mungbean
6.623438282,14,57,15,30,"['Increase N', 'Reduce P']",mungbean
7.033012777000001,11,60,23,30,"['Increase N', 'Reduce P']",mungbean
6.32400451,10,59,15,30,"['Increase N', 'Reduce P']",mungbean
6.397636709,7,60,25,30,"['Increase N', 'Reduce P']",mungbean
6.401455706,2,47,15,30,"['Increase N', 'Reduce P']",mungbean
6.904587016,20,45,22,30,['Reduce P'],mungbean
6.478557136,2,39,15,30,['Increase N'],mungbean
7.063022095,27,40,24,30,[],mungbean
6.981758362000001,35,48,15,30,['Reduce P'],mungbean
6.227134139,4,59,25,30,"['Increase N', 'Reduce P']",mungbean
6.232836962,1,48,24,30,"['Increase N', 'Reduce P']",mungbean
7.140437859,36,43,21,30,['Reduce P'],mungbean
6.459252023,11,46,24,30,"['Increase N', 'Reduce P']",mungbean
6.568795403999999,34,47,19,30,['Reduce P'],mungbean
7.12851089,21,44,18,30,['Reduce P'],mungbean
6.42937879,17,58,20,30,"['Increase N', 'Reduce P']",mungbean
6.248900919,25,40,21,30,[],mungbean
6.619891497999999,2,38,18,30,['Increase N'],mungbean
6.377568542000001,9,48,20,30,"['Increase N', 'Reduce P']",mungbean
6.415459592,37,49,25,30,['Reduce P'],mungbean
6.3206620120000006,36,38,15,30,[],mungbean
6.978400282000001,40,58,15,30,['Reduce P'],mungbean
6.442335592999999,30,44,16,30,['Reduce P'],mungbean
7.184398832,1,59,23,30,"['Increase N', 'Reduce P']",mungbean
6.402926221,9,48,22,30,"['Increase N', 'Reduce P']",mungbean
7.085982325,14,41,17,30,"['Increase N', 'Reduce P']",mungbean
6.698574085,35,52,19,30,['Reduce P'],mungbean
6.594739424,31,48,17,30,['Reduce P'],mungbean
6.647965508,4,41,20,30,"['Increase N', 'Reduce P']",mungbean
7.120032489,30,37,25,30,[],mungbean
6.91380932,9,35,20,30,['Increase N'],mungbean
7.073048264,20,41,20,30,['Reduce P'],mungbean
6.5304707,37,50,23,30,['Reduce P'],mungbean
6.684381357,34,35,21,30,[],mungbean
6.581351374,14,37,15,30,['Increase N'],mungbean
6.86483915,23,39,22,30,[],mungbean
6.487124217000001,5,45,21,30,"['Increase N', 'Reduce P']",mungbean
6.605733067999999,22,37,20,30,[],mungbean
6.860602782000001,40,51,17,30,['Reduce P'],mungbean
6.41874299,27,56,20,30,['Reduce P'],mungbean
6.365513634,31,40,22,30,[],mungbean
6.5563729660000005,38,36,21,30,[],mungbean
6.760694227999999,6,37,17,30,['Increase N'],mungbean
6.715276662999999,6,47,18,30,"['Increase N', 'Reduce P']",mungbean
6.666380512000001,24,44,17,30,['Reduce P'],mungbean
6.626629798,25,59,19,30,['Reduce P'],mungbean
6.702772465,32,56,21,30,['Reduce P'],mungbean
7.011030515,8,45,18,30,"['Increase N', 'Reduce P']",mungbean
6.890156495,19,39,17,30,['Increase N'],mungbean
6.821747052,39,37,15,30,[],mungbean
7.183189922,33,37,19,30,[],mungbean
6.27258822,26,54,17,30,['Reduce P'],mungbean
6.679127482,21,51,15,30,['Reduce P'],mungbean
6.689825155,22,54,20,30,['Reduce P'],mungbean
6.583381939,29,45,16,30,['Reduce P'],mungbean
6.725551062,4,40,21,30,['Increase N'],mungbean
7.069747813999999,10,37,22,30,['Increase N'],mungbean
6.921993877999999,4,44,19,30,"['Increase N', 'Reduce P']",mungbean
6.770955317,20,45,17,30,['Reduce P'],mungbean
6.983130466,23,45,23,30,['Reduce P'],mungbean
6.267684328,25,48,21,30,['Reduce P'],mungbean
7.454532137,56,79,15,30,"['Reduce N', 'Reduce P']",blackgram
7.040056094,25,62,21,30,['Reduce P'],blackgram
7.418650668,42,61,22,30,['Reduce P'],blackgram
6.501869314,42,73,25,30,['Reduce P'],blackgram
6.814410927999999,44,58,18,30,['Reduce P'],blackgram
7.581442888,50,55,16,30,"['Reduce ph', 'Reduce P']",blackgram
7.741418772,35,72,21,30,"['Reduce ph', 'Reduce P']",blackgram
6.573531614,30,64,20,30,['Reduce P'],blackgram
7.543804222999999,27,64,21,30,"['Reduce ph', 'Reduce P']",blackgram
6.5408208,50,74,17,30,['Reduce P'],blackgram
7.22405917,39,73,24,30,['Reduce P'],blackgram
7.551364319,57,67,25,30,"['Reduce ph', 'Reduce N', 'Reduce P']",blackgram
6.928898659,52,63,19,30,"['Reduce N', 'Reduce P']",blackgram
7.747775262999999,55,66,22,30,"['Reduce ph', 'Reduce N', 'Reduce P']",blackgram
6.706505915,51,56,18,30,"['Reduce N', 'Reduce P']",blackgram
6.668238556,36,66,15,30,['Reduce P'],blackgram
7.332375138,59,55,19,30,"['Reduce N', 'Reduce P']",blackgram
7.596802025,50,58,23,30,"['Reduce ph', 'Reduce P']",blackgram
7.70650895,30,65,25,30,"['Reduce ph', 'Reduce P']",blackgram
7.366542647,20,62,18,30,['Reduce P'],blackgram
6.919243702,58,71,15,30,"['Reduce N', 'Reduce P']",blackgram
7.187721817999999,25,71,24,30,['Reduce P'],blackgram
7.0758864720000005,52,71,16,30,"['Reduce N', 'Reduce P']",blackgram
6.74441168,40,63,18,30,['Reduce P'],blackgram
6.726469087999999,20,60,25,30,['Reduce P'],blackgram
6.628264883,48,61,21,30,['Reduce P'],blackgram
7.127064207,49,68,22,30,['Reduce P'],blackgram
7.538631462000001,48,62,15,30,"['Reduce ph', 'Reduce P']",blackgram
7.162357641,32,66,17,30,['Reduce P'],blackgram
6.859409487000001,21,63,22,30,['Reduce P'],blackgram
7.397190844,20,72,19,30,['Reduce P'],blackgram
6.880245789,25,65,21,30,['Reduce P'],blackgram
6.581313137,41,78,21,30,['Reduce P'],blackgram
7.296972161,53,67,17,30,"['Reduce N', 'Reduce P']",blackgram
6.97297656,39,60,21,30,['Reduce P'],blackgram
7.241148507,25,76,17,30,['Reduce P'],blackgram
6.92009048,21,78,19,30,['Reduce P'],blackgram
7.504608385,57,60,17,30,"['Reduce ph', 'Reduce N', 'Reduce P']",blackgram
7.152272256,56,75,15,30,"['Reduce N', 'Reduce P']",blackgram
7.137004749,49,72,15,30,['Reduce P'],blackgram
6.8080417220000005,24,80,19,30,['Reduce P'],blackgram
7.393631868,49,76,18,30,['Reduce P'],blackgram
7.69950698,28,68,19,30,"['Reduce ph', 'Reduce P']",blackgram
6.602888248999999,55,78,21,30,"['Reduce N', 'Reduce P']",blackgram
6.734447425,50,64,25,30,['Reduce P'],blackgram
6.521217963,34,80,19,30,['Reduce P'],blackgram
7.707332484,20,68,23,30,"['Reduce ph', 'Reduce P']",blackgram
6.596719015,55,67,16,30,"['Reduce N', 'Reduce P']",blackgram
7.403623355,23,70,15,30,['Reduce P'],blackgram
7.517097,53,74,15,30,"['Reduce ph', 'Reduce N', 'Reduce P']",blackgram
7.17620823,26,67,16,30,['Reduce P'],blackgram
6.593961761,33,80,22,30,['Reduce P'],blackgram
7.143942758,37,79,19,30,['Reduce P'],blackgram
